date,region,resource_type,usage_cpu,usage_storage,users_active,economic_index,cloud_market_demand,holiday,week,weekly_avg_cpu,cpu_rolling_avg_7d,cpu_lag_1,month,quarter
2023-01-21,West US,VM,70,1601,200,107.38,1.02,1,3,72.52380952380952,70.42857142857143,82.0,1,1
2023-01-21,West US,Storage,94,1216,459,107.38,1.02,1,3,72.52380952380952,76.42857142857143,70.0,1,1
2023-01-21,West US,Container,50,1380,487,107.38,1.02,1,3,72.52380952380952,75.14285714285714,94.0,1,1
2023-01-21,North Europe,VM,83,1871,294,107.38,1.02,1,3,75.04761904761905,75.85714285714286,74.0,1,1
2023-01-21,North Europe,Storage,57,653,449,107.38,1.02,1,3,75.04761904761905,75.85714285714286,83.0,1,1
2023-01-21,North Europe,Container,83,937,317,107.38,1.02,1,3,75.04761904761905,77.0,57.0,1,1
2023-01-21,Southeast Asia,VM,52,1829,467,107.38,1.02,1,3,74.33333333333333,74.57142857142857,77.0,1,1
2023-01-21,Southeast Asia,Storage,50,1577,435,107.38,1.02,1,3,74.33333333333333,69.57142857142857,52.0,1,1
2023-01-21,Southeast Asia,Container,54,1489,421,107.38,1.02,1,3,74.33333333333333,69.0,50.0,1,1
2023-01-22,East US,VM,66,1123,454,98.84,0.97,1,3,76.61904761904762,73.42857142857143,59.0,1,1
2023-01-22,East US,Storage,96,1418,406,98.84,0.97,1,3,76.61904761904762,76.0,66.0,1,1
2023-01-22,East US,Container,86,1352,265,98.84,0.97,1,3,76.61904761904762,76.28571428571429,96.0,1,1
2023-01-22,West US,VM,60,934,302,98.84,0.97,1,3,72.52380952380952,75.57142857142857,50.0,1,1
2023-01-22,West US,Storage,87,1263,425,98.84,0.97,1,3,72.52380952380952,76.71428571428571,60.0,1,1
2023-01-22,West US,Container,87,1829,297,98.84,0.97,1,3,72.52380952380952,75.71428571428571,87.0,1,1
2023-01-22,North Europe,VM,67,1297,448,98.84,0.97,1,3,75.04761904761905,75.57142857142857,83.0,1,1
2023-01-22,North Europe,Storage,87,1483,229,98.84,0.97,1,3,75.04761904761905,78.42857142857143,67.0,1,1
2023-01-22,North Europe,Container,91,580,332,98.84,0.97,1,3,75.04761904761905,77.42857142857143,87.0,1,1
2023-01-22,Southeast Asia,VM,78,1399,337,98.84,0.97,1,3,74.33333333333333,71.28571428571429,54.0,1,1
2023-01-22,Southeast Asia,Storage,66,1853,472,98.84,0.97,1,3,74.33333333333333,66.71428571428571,78.0,1,1
2023-01-22,Southeast Asia,Container,69,1483,268,98.84,0.97,1,3,74.33333333333333,63.714285714285715,66.0,1,1
2023-01-23,East US,VM,83,552,404,85.21,0.93,0,4,74.85714285714286,80.42857142857143,86.0,1,1
2023-01-23,East US,Storage,92,542,439,85.21,0.93,0,4,74.85714285714286,81.14285714285714,83.0,1,1
2023-01-23,East US,Container,60,610,448,85.21,0.93,0,4,74.85714285714286,77.42857142857143,92.0,1,1
2023-01-23,West US,VM,72,1706,294,85.21,0.93,0,4,74.14285714285714,74.28571428571429,87.0,1,1
2023-01-23,West US,Storage,60,1897,207,85.21,0.93,0,4,74.14285714285714,72.85714285714286,72.0,1,1
2023-01-23,West US,Container,53,859,383,85.21,0.93,0,4,74.14285714285714,67.0,60.0,1,1
2023-01-23,North Europe,VM,74,1718,394,85.21,0.93,0,4,77.33333333333333,77.42857142857143,91.0,1,1
2023-01-23,North Europe,Storage,76,592,359,85.21,0.93,0,4,77.33333333333333,76.42857142857143,74.0,1,1
2023-01-23,North Europe,Container,99,560,321,85.21,0.93,0,4,77.33333333333333,82.42857142857143,76.0,1,1
2023-01-23,Southeast Asia,VM,68,1528,291,85.21,0.93,0,4,71.9047619047619,62.42857142857143,69.0,1,1
2023-01-23,Southeast Asia,Storage,91,1033,200,85.21,0.93,0,4,71.9047619047619,68.0,68.0,1,1
2023-01-23,Southeast Asia,Container,54,732,211,85.21,0.93,0,4,71.9047619047619,68.57142857142857,91.0,1,1
2023-01-24,East US,VM,75,1569,233,95.39,1.11,0,4,74.85714285714286,79.71428571428571,60.0,1,1
2023-01-24,East US,Storage,98,1601,417,95.39,1.11,0,4,74.85714285714286,84.28571428571429,75.0,1,1
2023-01-24,East US,Container,94,1596,481,95.39,1.11,0,4,74.85714285714286,84.0,98.0,1,1
2023-01-24,West US,VM,96,1644,413,95.39,1.11,0,4,74.14285714285714,73.57142857142857,53.0,1,1
2023-01-24,West US,Storage,96,1579,306,95.39,1.11,0,4,74.14285714285714,78.71428571428571,96.0,1,1
2023-01-24,West US,Container,97,836,225,95.39,1.11,0,4,74.14285714285714,80.14285714285714,96.0,1,1
2023-01-24,North Europe,VM,85,1780,207,95.39,1.11,0,4,77.33333333333333,82.71428571428571,99.0,1,1
2023-01-24,North Europe,Storage,98,1776,379,95.39,1.11,0,4,77.33333333333333,87.14285714285714,85.0,1,1
2023-01-24,North Europe,Container,64,802,326,95.39,1.11,0,4,77.33333333333333,83.85714285714286,98.0,1,1
2023-01-24,Southeast Asia,VM,71,1025,227,95.39,1.11,0,4,71.9047619047619,71.0,54.0,1,1
2023-01-24,Southeast Asia,Storage,72,577,415,95.39,1.11,0,4,71.9047619047619,70.14285714285714,71.0,1,1
2023-01-24,Southeast Asia,Container,51,864,353,95.39,1.11,0,4,71.9047619047619,68.0,72.0,1,1
2023-01-25,East US,VM,63,1198,206,103.44,0.82,0,4,74.85714285714286,80.71428571428571,94.0,1,1
2023-01-25,East US,Storage,52,1418,437,103.44,0.82,0,4,74.85714285714286,76.28571428571429,63.0,1,1
2023-01-25,East US,Container,92,1797,493,103.44,0.82,0,4,74.85714285714286,76.28571428571429,52.0,1,1
2023-01-25,West US,VM,84,1538,391,103.44,0.82,0,4,74.14285714285714,79.71428571428571,97.0,1,1
2023-01-25,West US,Storage,74,984,227,103.44,0.82,0,4,74.14285714285714,80.0,84.0,1,1
2023-01-25,West US,Container,59,1562,472,103.44,0.82,0,4,74.14285714285714,79.85714285714286,74.0,1,1
2023-01-25,North Europe,VM,88,585,325,103.44,0.82,0,4,77.33333333333333,83.42857142857143,64.0,1,1
2023-01-25,North Europe,Storage,93,1036,344,103.44,0.82,0,4,77.33333333333333,86.14285714285714,88.0,1,1
2023-01-25,North Europe,Container,62,1735,224,103.44,0.82,0,4,77.33333333333333,84.14285714285714,93.0,1,1
2023-01-25,Southeast Asia,VM,53,1917,266,103.44,0.82,0,4,71.9047619047619,65.71428571428571,51.0,1,1
2023-01-25,Southeast Asia,Storage,90,608,345,103.44,0.82,0,4,71.9047619047619,68.85714285714286,53.0,1,1
2023-01-25,Southeast Asia,Container,96,727,310,103.44,0.82,0,4,71.9047619047619,69.57142857142857,90.0,1,1
2023-01-26,East US,VM,71,533,310,103.24,0.96,0,4,74.85714285714286,77.85714285714286,92.0,1,1
2023-01-26,East US,Storage,57,1892,435,103.24,0.96,0,4,74.85714285714286,75.28571428571429,71.0,1,1
2023-01-26,East US,Container,68,924,300,103.24,0.96,0,4,74.85714285714286,71.0,57.0,1,1
2023-01-26,West US,VM,55,1191,481,103.24,0.96,0,4,74.14285714285714,80.14285714285714,59.0,1,1
2023-01-26,West US,Storage,83,1966,428,103.24,0.96,0,4,74.14285714285714,78.28571428571429,55.0,1,1
2023-01-26,West US,Container,82,1960,349,103.24,0.96,0,4,74.14285714285714,76.28571428571429,83.0,1,1
2023-01-26,North Europe,VM,70,1123,203,103.24,0.96,0,4,77.33333333333333,80.0,62.0,1,1
2023-01-26,North Europe,Storage,79,1342,294,103.24,0.96,0,4,77.33333333333333,79.14285714285714,70.0,1,1
2023-01-26,North Europe,Container,73,1322,336,103.24,0.96,0,4,77.33333333333333,75.57142857142857,79.0,1,1
2023-01-26,Southeast Asia,VM,52,742,230,103.24,0.96,0,4,71.9047619047619,69.28571428571429,96.0,1,1
2023-01-26,Southeast Asia,Storage,89,728,235,103.24,0.96,0,4,71.9047619047619,71.85714285714286,52.0,1,1
2023-01-26,Southeast Asia,Container,73,1746,205,103.24,0.96,0,4,71.9047619047619,72.0,89.0,1,1
2023-01-27,East US,VM,51,967,419,93.23,1.06,0,4,74.85714285714286,64.85714285714286,68.0,1,1
2023-01-27,East US,Storage,60,503,333,93.23,1.06,0,4,74.85714285714286,64.42857142857143,51.0,1,1
2023-01-27,East US,Container,98,1003,261,93.23,1.06,0,4,74.85714285714286,71.0,60.0,1,1
2023-01-27,West US,VM,51,1346,402,93.23,1.06,0,4,74.14285714285714,69.71428571428571,82.0,1,1
2023-01-27,West US,Storage,57,1549,372,93.23,1.06,0,4,74.14285714285714,65.85714285714286,51.0,1,1
2023-01-27,West US,Container,93,825,317,93.23,1.06,0,4,74.14285714285714,68.57142857142857,57.0,1,1
2023-01-27,North Europe,VM,53,1223,424,93.23,1.06,0,4,77.33333333333333,74.0,73.0,1,1
2023-01-27,North Europe,Storage,69,612,339,93.23,1.06,0,4,77.33333333333333,71.28571428571429,53.0,1,1
2023-01-27,North Europe,Container,96,500,289,93.23,1.06,0,4,77.33333333333333,71.71428571428571,69.0,1,1
2023-01-27,Southeast Asia,VM,63,819,237,93.23,1.06,0,4,71.9047619047619,73.71428571428571,73.0,1,1
2023-01-27,Southeast Asia,Storage,86,638,458,93.23,1.06,0,4,71.9047619047619,78.42857142857143,63.0,1,1
2023-01-27,Southeast Asia,Container,82,1401,377,93.23,1.06,0,4,71.9047619047619,77.28571428571429,86.0,1,1
2023-01-28,East US,VM,59,760,337,110.31,1.09,1,4,74.85714285714286,66.28571428571429,98.0,1,1
2023-01-28,East US,Storage,93,1397,212,110.31,1.09,1,4,74.85714285714286,69.42857142857143,59.0,1,1
2023-01-28,East US,Container,89,820,300,110.31,1.09,1,4,74.85714285714286,74.0,93.0,1,1
2023-01-28,West US,VM,58,1284,464,110.31,1.09,1,4,74.14285714285714,68.42857142857143,93.0,1,1
2023-01-28,West US,Storage,60,1410,237,110.31,1.09,1,4,74.14285714285714,69.14285714285714,58.0,1,1
2023-01-28,West US,Container,84,1618,268,110.31,1.09,1,4,74.14285714285714,69.28571428571429,60.0,1,1
2023-01-28,North Europe,VM,93,833,336,110.31,1.09,1,4,77.33333333333333,76.14285714285714,96.0,1,1
2023-01-28,North Europe,Storage,83,1087,234,110.31,1.09,1,4,77.33333333333333,78.0,93.0,1,1
2023-01-28,North Europe,Container,50,1819,259,110.31,1.09,1,4,77.33333333333333,73.85714285714286,83.0,1,1
2023-01-28,Southeast Asia,VM,78,1372,428,110.31,1.09,1,4,71.9047619047619,74.71428571428571,82.0,1,1
2023-01-28,Southeast Asia,Storage,63,1297,490,110.31,1.09,1,4,71.9047619047619,76.28571428571429,78.0,1,1
2023-01-28,Southeast Asia,Container,70,1688,204,110.31,1.09,1,4,71.9047619047619,73.57142857142857,63.0,1,1
2023-01-29,East US,VM,68,1902,277,91.61,0.97,1,4,74.85714285714286,74.0,89.0,1,1
2023-01-29,East US,Storage,75,1073,331,91.61,0.97,1,4,74.85714285714286,77.42857142857143,68.0,1,1
2023-01-29,East US,Container,74,1565,288,91.61,0.97,1,4,74.85714285714286,79.42857142857143,75.0,1,1
2023-01-29,West US,VM,67,795,494,91.61,0.97,1,4,74.14285714285714,67.14285714285714,84.0,1,1
2023-01-29,West US,Storage,89,1299,378,91.61,0.97,1,4,74.14285714285714,72.57142857142857,67.0,1,1
2023-01-29,West US,Container,87,1546,262,91.61,0.97,1,4,74.14285714285714,76.85714285714286,89.0,1,1
2023-01-29,North Europe,VM,64,1492,352,91.61,0.97,1,4,77.33333333333333,72.57142857142857,50.0,1,1
2023-01-29,North Europe,Storage,66,1748,303,91.61,0.97,1,4,77.33333333333333,74.42857142857143,64.0,1,1
2023-01-29,North Europe,Container,89,1562,397,91.61,0.97,1,4,77.33333333333333,77.28571428571429,66.0,1,1
2023-01-29,Southeast Asia,VM,55,1078,378,91.61,0.97,1,4,71.9047619047619,71.0,70.0,1,1
2023-01-29,Southeast Asia,Storage,57,1053,214,91.61,0.97,1,4,71.9047619047619,70.14285714285714,55.0,1,1
2023-01-29,Southeast Asia,Container,96,1812,430,91.61,0.97,1,4,71.9047619047619,71.57142857142857,57.0,1,1
2023-01-30,East US,VM,76,919,356,103.31,1.1,0,5,77.57142857142857,76.28571428571429,74.0,1,1
2023-01-30,East US,Storage,87,1964,296,103.31,1.1,0,5,77.57142857142857,80.28571428571429,76.0,1,1
2023-01-30,East US,Container,86,1934,488,103.31,1.1,0,5,77.57142857142857,79.28571428571429,87.0,1,1
2023-01-30,West US,VM,53,1097,209,103.31,1.1,0,5,73.38095238095238,71.14285714285714,87.0,1,1
2023-01-30,West US,Storage,54,1364,317,103.31,1.1,0,5,73.38095238095238,70.57142857142857,53.0,1,1
2023-01-30,West US,Container,87,1682,427,103.31,1.1,0,5,73.38095238095238,74.42857142857143,54.0,1,1
2023-01-30,North Europe,VM,94,715,383,103.31,1.1,0,5,69.28571428571429,77.0,89.0,1,1
2023-01-30,North Europe,Storage,64,1680,335,103.31,1.1,0,5,69.28571428571429,72.85714285714286,94.0,1,1
2023-01-30,North Europe,Container,54,1680,246,103.31,1.1,0,5,69.28571428571429,68.71428571428571,64.0,1,1
2023-01-30,Southeast Asia,VM,53,1343,372,103.31,1.1,0,5,75.95238095238095,67.42857142857143,96.0,1,1
2023-01-30,Southeast Asia,Storage,51,1934,294,103.31,1.1,0,5,75.95238095238095,63.57142857142857,53.0,1,1
2023-01-30,Southeast Asia,Container,85,1815,481,103.31,1.1,0,5,75.95238095238095,66.71428571428571,51.0,1,1
2023-01-31,East US,VM,92,1806,268,95.21,0.98,0,5,77.57142857142857,79.71428571428571,86.0,1,1
2023-01-31,East US,Storage,69,510,453,95.21,0.98,0,5,77.57142857142857,79.85714285714286,92.0,1,1
2023-01-31,East US,Container,59,1371,237,95.21,0.98,0,5,77.57142857142857,77.57142857142857,69.0,1,1
2023-01-31,West US,VM,55,1211,222,95.21,0.98,0,5,73.38095238095238,70.28571428571429,87.0,1,1
2023-01-31,West US,Storage,96,845,417,95.21,0.98,0,5,73.38095238095238,74.42857142857143,55.0,1,1
2023-01-31,West US,Container,62,1457,409,95.21,0.98,0,5,73.38095238095238,70.57142857142857,96.0,1,1
2023-01-31,North Europe,VM,74,1492,310,95.21,0.98,0,5,69.28571428571429,72.14285714285714,54.0,1,1
2023-01-31,North Europe,Storage,89,1327,370,95.21,0.98,0,5,69.28571428571429,75.71428571428571,74.0,1,1
2023-01-31,North Europe,Container,61,1503,332,95.21,0.98,0,5,69.28571428571429,75.0,89.0,1,1
2023-01-31,Southeast Asia,VM,86,626,305,95.21,0.98,0,5,75.95238095238095,69.0,85.0,1,1
2023-01-31,Southeast Asia,Storage,98,1103,486,95.21,0.98,0,5,75.95238095238095,75.14285714285714,86.0,1,1
2023-01-31,Southeast Asia,Container,58,1513,250,95.21,0.98,0,5,75.95238095238095,75.28571428571429,98.0,1,1
2023-02-01,East US,VM,78,1985,495,88.94,0.88,0,5,77.57142857142857,78.14285714285714,59.0,2,1
2023-02-01,East US,Storage,90,1278,456,88.94,0.88,0,5,77.57142857142857,80.14285714285714,78.0,2,1
2023-02-01,East US,Container,95,1928,309,88.94,0.88,0,5,77.57142857142857,81.28571428571429,90.0,2,1
2023-02-01,West US,VM,85,1705,200,88.94,0.88,0,5,73.38095238095238,70.28571428571429,62.0,2,1
2023-02-01,West US,Storage,89,1160,336,88.94,0.88,0,5,73.38095238095238,75.42857142857143,85.0,2,1
2023-02-01,West US,Container,59,1959,316,88.94,0.88,0,5,73.38095238095238,76.14285714285714,89.0,2,1
2023-02-01,North Europe,VM,75,1436,490,88.94,0.88,0,5,69.28571428571429,73.0,61.0,2,1
2023-02-01,North Europe,Storage,74,574,493,88.94,0.88,0,5,69.28571428571429,70.14285714285714,75.0,2,1
2023-02-01,North Europe,Container,51,1733,216,88.94,0.88,0,5,69.28571428571429,68.28571428571429,74.0,2,1
2023-02-01,Southeast Asia,VM,92,1454,450,88.94,0.88,0,5,75.95238095238095,74.71428571428571,58.0,2,1
2023-02-01,Southeast Asia,Storage,73,524,379,88.94,0.88,0,5,75.95238095238095,77.57142857142857,92.0,2,1
2023-02-01,Southeast Asia,Container,55,1684,376,88.94,0.88,0,5,75.95238095238095,78.14285714285714,73.0,2,1
2023-02-02,East US,VM,78,562,349,108.13,1.14,0,5,77.57142857142857,80.14285714285714,95.0,2,1
2023-02-02,East US,Storage,75,655,248,108.13,1.14,0,5,77.57142857142857,77.71428571428571,78.0,2,1
2023-02-02,East US,Container,56,1348,283,108.13,1.14,0,5,77.57142857142857,75.85714285714286,75.0,2,1
2023-02-02,West US,VM,90,1188,347,108.13,1.14,0,5,73.38095238095238,76.57142857142857,59.0,2,1
2023-02-02,West US,Storage,71,975,262,108.13,1.14,0,5,73.38095238095238,78.85714285714286,90.0,2,1
2023-02-02,West US,Container,89,1060,456,108.13,1.14,0,5,73.38095238095238,77.85714285714286,71.0,2,1
2023-02-02,North Europe,VM,81,1664,414,108.13,1.14,0,5,69.28571428571429,72.14285714285714,51.0,2,1
2023-02-02,North Europe,Storage,68,1841,231,108.13,1.14,0,5,69.28571428571429,71.28571428571429,81.0,2,1
2023-02-02,North Europe,Container,79,784,485,108.13,1.14,0,5,69.28571428571429,69.85714285714286,68.0,2,1
2023-02-02,Southeast Asia,VM,65,1947,218,108.13,1.14,0,5,75.95238095238095,75.28571428571429,55.0,2,1
2023-02-02,Southeast Asia,Storage,67,1268,277,108.13,1.14,0,5,75.95238095238095,72.57142857142857,65.0,2,1
2023-02-02,Southeast Asia,Container,96,1509,393,108.13,1.14,0,5,75.95238095238095,72.28571428571429,67.0,2,1
2023-02-03,East US,VM,77,1636,313,99.28,1.1,0,5,77.57142857142857,78.42857142857143,56.0,2,1
2023-02-03,East US,Storage,79,1446,331,99.28,1.1,0,5,77.57142857142857,78.57142857142857,77.0,2,1
2023-02-03,East US,Container,50,1787,254,99.28,1.1,0,5,77.57142857142857,72.85714285714286,79.0,2,1
2023-02-03,West US,VM,88,1299,465,99.28,1.1,0,5,73.38095238095238,81.57142857142857,89.0,2,1
2023-02-03,West US,Storage,59,661,286,99.28,1.1,0,5,73.38095238095238,77.85714285714286,88.0,2,1
2023-02-03,West US,Container,77,1701,207,99.28,1.1,0,5,73.38095238095238,76.14285714285714,59.0,2,1
2023-02-03,North Europe,VM,50,812,446,99.28,1.1,0,5,69.28571428571429,68.28571428571429,79.0,2,1
2023-02-03,North Europe,Storage,52,942,454,99.28,1.1,0,5,69.28571428571429,65.0,50.0,2,1
2023-02-03,North Europe,Container,57,1577,448,99.28,1.1,0,5,69.28571428571429,62.57142857142857,52.0,2,1
2023-02-03,Southeast Asia,VM,96,1752,266,99.28,1.1,0,5,75.95238095238095,77.71428571428571,96.0,2,1
2023-02-03,Southeast Asia,Storage,82,1506,463,99.28,1.1,0,5,75.95238095238095,76.28571428571429,96.0,2,1
2023-02-03,Southeast Asia,Container,83,595,287,99.28,1.1,0,5,75.95238095238095,77.71428571428571,82.0,2,1
2023-02-04,East US,VM,63,1811,319,103.62,0.94,1,5,77.57142857142857,68.28571428571429,50.0,2,1
2023-02-04,East US,Storage,95,990,364,103.62,0.94,1,5,77.57142857142857,70.71428571428571,63.0,2,1
2023-02-04,East US,Container,70,1409,422,103.62,0.94,1,5,77.57142857142857,70.0,95.0,2,1
2023-02-04,West US,VM,97,506,462,103.62,0.94,1,5,73.38095238095238,81.57142857142857,77.0,2,1
2023-02-04,West US,Storage,82,650,284,103.62,0.94,1,5,73.38095238095238,80.42857142857143,97.0,2,1
2023-02-04,West US,Container,68,1904,235,103.62,0.94,1,5,73.38095238095238,80.0,82.0,2,1
2023-02-04,North Europe,VM,78,1199,281,103.62,0.94,1,5,69.28571428571429,66.42857142857143,57.0,2,1
2023-02-04,North Europe,Storage,51,1314,396,103.62,0.94,1,5,69.28571428571429,62.142857142857146,78.0,2,1
2023-02-04,North Europe,Container,69,1245,394,103.62,0.94,1,5,69.28571428571429,62.285714285714285,51.0,2,1
2023-02-04,Southeast Asia,VM,72,1642,219,103.62,0.94,1,5,75.95238095238095,80.14285714285714,83.0,2,1
2023-02-04,Southeast Asia,Storage,54,1304,455,103.62,0.94,1,5,75.95238095238095,78.57142857142857,72.0,2,1
2023-02-04,Southeast Asia,Container,79,1404,425,103.62,0.94,1,5,75.95238095238095,80.28571428571429,54.0,2,1
2023-02-05,East US,VM,93,1353,479,103.61,1.15,1,5,77.57142857142857,75.28571428571429,70.0,2,1
2023-02-05,East US,Storage,66,1213,357,103.61,1.15,1,5,77.57142857142857,73.71428571428571,93.0,2,1
2023-02-05,East US,Container,95,627,423,103.61,1.15,1,5,77.57142857142857,76.0,66.0,2,1
2023-02-05,West US,VM,66,1638,408,103.61,1.15,1,5,73.38095238095238,76.71428571428571,68.0,2,1
2023-02-05,West US,Storage,63,1020,239,103.61,1.15,1,5,73.38095238095238,73.14285714285714,66.0,2,1
2023-02-05,West US,Container,51,736,480,103.61,1.15,1,5,73.38095238095238,72.0,63.0,2,1
2023-02-05,North Europe,VM,88,1724,445,103.61,1.15,1,5,69.28571428571429,63.57142857142857,69.0,2,1
2023-02-05,North Europe,Storage,71,1758,203,103.61,1.15,1,5,69.28571428571429,66.57142857142857,88.0,2,1
2023-02-05,North Europe,Container,75,941,228,103.61,1.15,1,5,69.28571428571429,69.85714285714286,71.0,2,1
2023-02-05,Southeast Asia,VM,94,1109,414,103.61,1.15,1,5,75.95238095238095,80.0,79.0,2,1
2023-02-05,Southeast Asia,Storage,86,574,345,103.61,1.15,1,5,75.95238095238095,78.57142857142857,94.0,2,1
2023-02-05,Southeast Asia,Container,70,541,240,103.61,1.15,1,5,75.95238095238095,76.85714285714286,86.0,2,1
2023-02-06,East US,VM,87,533,216,99.64,1.16,0,6,77.42857142857143,81.28571428571429,95.0,2,1
2023-02-06,East US,Storage,86,1676,275,99.64,1.16,0,6,77.42857142857143,84.57142857142857,87.0,2,1
2023-02-06,East US,Container,72,841,226,99.64,1.16,0,6,77.42857142857143,81.28571428571429,86.0,2,1
2023-02-06,West US,VM,80,1145,418,99.64,1.16,0,6,79.14285714285714,72.42857142857143,51.0,2,1
2023-02-06,West US,Storage,89,1109,467,99.64,1.16,0,6,79.14285714285714,71.28571428571429,80.0,2,1
2023-02-06,West US,Container,94,1320,372,99.64,1.16,0,6,79.14285714285714,73.0,89.0,2,1
2023-02-06,North Europe,VM,66,1421,389,99.64,1.16,0,6,72.52380952380952,71.14285714285714,75.0,2,1
2023-02-06,North Europe,Storage,95,629,392,99.64,1.16,0,6,72.52380952380952,73.57142857142857,66.0,2,1
2023-02-06,North Europe,Container,85,1894,481,99.64,1.16,0,6,72.52380952380952,78.42857142857143,95.0,2,1
2023-02-06,Southeast Asia,VM,78,648,466,99.64,1.16,0,6,77.9047619047619,76.14285714285714,70.0,2,1
2023-02-06,Southeast Asia,Storage,89,510,363,99.64,1.16,0,6,77.9047619047619,78.57142857142857,78.0,2,1
2023-02-06,Southeast Asia,Container,98,686,494,99.64,1.16,0,6,77.9047619047619,84.85714285714286,89.0,2,1
2023-02-07,East US,VM,89,1750,297,73.8,1.08,0,6,77.42857142857143,84.0,72.0,2,1
2023-02-07,East US,Storage,96,1163,445,73.8,1.08,0,6,77.42857142857143,84.42857142857143,89.0,2,1
2023-02-07,East US,Container,71,568,488,73.8,1.08,0,6,77.42857142857143,85.14285714285714,96.0,2,1
2023-02-07,West US,VM,85,1250,347,73.8,1.08,0,6,79.14285714285714,75.42857142857143,94.0,2,1
2023-02-07,West US,Storage,68,1767,400,73.8,1.08,0,6,79.14285714285714,75.71428571428571,85.0,2,1
2023-02-07,West US,Container,75,1973,272,73.8,1.08,0,6,79.14285714285714,77.42857142857143,68.0,2,1
2023-02-07,North Europe,VM,58,795,216,73.8,1.08,0,6,72.52380952380952,76.85714285714286,85.0,2,1
2023-02-07,North Europe,Storage,50,1740,260,73.8,1.08,0,6,72.52380952380952,71.42857142857143,58.0,2,1
2023-02-07,North Europe,Container,92,541,224,73.8,1.08,0,6,72.52380952380952,74.42857142857143,50.0,2,1
2023-02-07,Southeast Asia,VM,88,630,428,73.8,1.08,0,6,77.9047619047619,86.14285714285714,98.0,2,1
2023-02-07,Southeast Asia,Storage,93,671,301,73.8,1.08,0,6,77.9047619047619,86.0,88.0,2,1
2023-02-07,Southeast Asia,Container,83,1023,474,73.8,1.08,0,6,77.9047619047619,85.57142857142857,93.0,2,1
2023-02-08,East US,VM,86,1567,216,100.87,0.97,0,6,77.42857142857143,83.85714285714286,71.0,2,1
2023-02-08,East US,Storage,59,511,279,100.87,0.97,0,6,77.42857142857143,79.85714285714286,86.0,2,1
2023-02-08,East US,Container,73,838,463,100.87,0.97,0,6,77.42857142857143,78.0,59.0,2,1
2023-02-08,West US,VM,80,1160,280,100.87,0.97,0,6,79.14285714285714,81.57142857142857,75.0,2,1
2023-02-08,West US,Storage,72,873,397,100.87,0.97,0,6,79.14285714285714,80.42857142857143,80.0,2,1
2023-02-08,West US,Container,57,965,288,100.87,0.97,0,6,79.14285714285714,75.85714285714286,72.0,2,1
2023-02-08,North Europe,VM,61,988,225,100.87,0.97,0,6,72.52380952380952,72.42857142857143,92.0,2,1
2023-02-08,North Europe,Storage,96,1811,465,100.87,0.97,0,6,72.52380952380952,76.71428571428571,61.0,2,1
2023-02-08,North Europe,Container,65,1210,481,100.87,0.97,0,6,72.52380952380952,72.42857142857143,96.0,2,1
2023-02-08,Southeast Asia,VM,70,1609,449,100.87,0.97,0,6,77.9047619047619,85.57142857142857,83.0,2,1
2023-02-08,Southeast Asia,Storage,56,834,316,100.87,0.97,0,6,77.9047619047619,82.42857142857143,70.0,2,1
2023-02-08,Southeast Asia,Container,56,636,375,100.87,0.97,0,6,77.9047619047619,77.71428571428571,56.0,2,1
2023-02-09,East US,VM,57,1326,414,100.92,0.8,0,6,77.42857142857143,75.85714285714286,73.0,2,1
2023-02-09,East US,Storage,78,1093,422,100.92,0.8,0,6,77.42857142857143,74.28571428571429,57.0,2,1
2023-02-09,East US,Container,79,871,302,100.92,0.8,0,6,77.42857142857143,71.85714285714286,78.0,2,1
2023-02-09,West US,VM,66,1682,351,100.92,0.8,0,6,79.14285714285714,71.85714285714286,57.0,2,1
2023-02-09,West US,Storage,84,1119,387,100.92,0.8,0,6,79.14285714285714,71.71428571428571,66.0,2,1
2023-02-09,West US,Container,94,1621,330,100.92,0.8,0,6,79.14285714285714,75.42857142857143,84.0,2,1
2023-02-09,North Europe,VM,86,1694,382,100.92,0.8,0,6,72.52380952380952,72.57142857142857,65.0,2,1
2023-02-09,North Europe,Storage,72,863,238,100.92,0.8,0,6,72.52380952380952,74.57142857142857,86.0,2,1
2023-02-09,North Europe,Container,64,996,203,100.92,0.8,0,6,72.52380952380952,76.57142857142857,72.0,2,1
2023-02-09,Southeast Asia,VM,78,1481,409,100.92,0.8,0,6,77.9047619047619,74.85714285714286,56.0,2,1
2023-02-09,Southeast Asia,Storage,82,515,307,100.92,0.8,0,6,77.9047619047619,74.0,78.0,2,1
2023-02-09,Southeast Asia,Container,51,810,426,100.92,0.8,0,6,77.9047619047619,68.0,82.0,2,1
2023-02-10,East US,VM,91,1045,450,97.8,1.04,0,6,77.42857142857143,74.71428571428571,79.0,2,1
2023-02-10,East US,Storage,62,1664,473,97.8,1.04,0,6,77.42857142857143,71.28571428571429,91.0,2,1
2023-02-10,East US,Container,81,1562,228,97.8,1.04,0,6,77.42857142857143,74.42857142857143,62.0,2,1
2023-02-10,West US,VM,98,976,444,97.8,1.04,0,6,79.14285714285714,78.71428571428571,94.0,2,1
2023-02-10,West US,Storage,93,1196,471,97.8,1.04,0,6,79.14285714285714,80.57142857142857,98.0,2,1
2023-02-10,West US,Container,93,1762,465,97.8,1.04,0,6,79.14285714285714,83.57142857142857,93.0,2,1
